id_titulo_receber,id_cliente,data_emissao,data_vencimento,data_recebimento,valor_titulo,valor_recebido,status,forma_recebimento
CR000282,C0037,2026-05-12,2026-06-09,1900-01-01,4219.3,0.0,Em aberto,PIX
CR000283,C0021,2026-04-07,2026-05-07,1900-01-01,6037.42,0.0,Vencido,PIX
CR000284,C0032,2026-01-26,2026-03-12,2026-03-16,10224.14,10224.14,Pago,Transferência
CR000285,C0011,2026-06-07,2026-06-28,1900-01-01,5641.01,0.0,Em aberto,Boleto
CR000286,C0032,2026-06-12,2026-08-11,2026-08-16,14619.38,14619.38,Pago,Boleto
CR000287,C0019,2026-03-09,2026-03-16,1900-01-01,4670.61,0.0,Vencido,Cartão
CR000288,C0015,2026-06-09,2026-07-24,1900-01-01,14381.73,0.0,Vencido,PIX
CR000289,NAO INFORMADO,2026-03-28,2026-04-18,1900-01-01,1288.87,0.0,Em aberto,Cartão
CR000290,C0028,2026-02-23,2026-03-16,2026-03-21,11996.08,11996.08,Pago,Transferência
CR000291,C0028,2026-06-19,2026-07-19,1900-01-01,4906.29,0.0,Em aberto,Cartão
CR000292,C0017,2026-06-09,2026-07-09,1900-01-01,6962.46,0.0,Em aberto,NAO INFORMADO
CR000293,C0002,2026-06-10,2026-07-25,2026-07-29,7888.49,7888.49,pago,Boleto
CR000294,C0043,2026-07-30,2026-09-13,2026-09-18,14090.11,14090.11,Pago,Cartão
CR000295,C0037,2026-07-06,2026-08-20,2026-08-22,0.0,1180.26,Pago,Cartão
CR000296,C0010,2026-03-03,2026-03-17,2026-03-20,11272.57,11272.57,Pago,Cartão
CR000297,C0021,2026-08-09,2026-10-08,2026-10-11,13693.73,13693.73,Pago,Transferência
CR000298,C0019,2026-06-15,2026-06-29,1900-01-01,4069.77,0.0,Vencido,Boleto
CR000299,C0026,2026-03-03,2026-03-10,2026-03-10,2504.45,2504.45,Pago,Transferência
CR000300,C0030,2026-05-05,2026-06-04,1900-01-01,14872.01,0.0,Em aberto,PIX
CR000301,C0013,2026-02-10,2026-03-03,2026-03-04,2305.53,2305.53,Pago,NAO INFORMADO
CR000302,C0042,2026-08-07,2026-08-14,1900-01-01,14467.67,0.0,Em aberto,PIX
CR000303,C0004,2026-08-09,2026-08-16,2026-08-14,4914.4,4914.4,Pago,Cartão
CR000304,C0024,2026-06-21,2026-08-05,1900-01-01,13320.07,0.0,Em aberto,Boleto
CR000305,C0016,2026-01-29,2026-02-28,2026-03-05,11096.86,11096.86,Pago,Transferência
CR000306,C0032,2026-08-15,2026-08-22,2026-08-24,3799.73,3799.73,NAO INFORMADO,Transferência
CR000307,C0038,2026-07-08,2026-08-05,2026-08-08,12145.87,12145.87,Pago,Boleto
CR000308,C0010,2026-01-28,2026-02-11,2026-02-15,3447.4,3447.4,Pago,Cartão
CR000309,C0017,2026-08-09,2026-09-08,1900-01-01,1122.1,0.0,Em aberto,Transferência
CR000310,C0045,2026-01-29,2026-02-19,1900-01-01,8322.45,0.0,Em aberto,Boleto
CR000311,C0018,2026-08-14,2026-10-13,2026-10-17,14073.49,14073.49,Pago,Transferência
CR000312,C0020,2026-01-06,2026-02-20,1900-01-01,14512.04,0.0,Vencido,PIX
CR000313,C0048,2026-06-19,2026-08-18,2026-08-19,14130.47,14130.47,Pago,Cartão
CR000314,C0020,2026-06-13,2026-07-28,2026-08-02,5633.97,5633.97,Pago,Boleto
CR000315,C0029,2026-04-10,2026-04-17,1900-01-01,13673.9,0.0,Em aberto,Transferência
CR000316,C0020,2026-01-24,2026-03-25,2026-03-25,11423.02,11423.02,Pago,Boleto
CR000317,C0029,2026-06-11,2026-07-02,1900-01-01,13228.17,0.0,Em aberto,PIX
CR000318,C0018,2026-08-10,2026-08-17,1900-01-01,12401.01,0.0,Em aberto,Cartão
CR000319,C0048,2026-04-16,2026-06-15,1900-01-01,5191.02,0.0,Em aberto,PIX
CR000320,C0011,2026-06-28,2026-07-19,2026-07-22,7743.12,7743.12,Pago,Transferência
CR000321,C0030,2026-06-27,2026-07-04,2026-07-08,11501.04,11501.04,Pago,Boleto
CR000322,C0001,2026-04-13,2026-04-27,2026-04-25,9535.96,9535.96,Pago,PIX
CR000323,NAO INFORMADO,2026-03-05,2026-04-04,2026-04-07,10789.39,10789.39,Pago,Transferência
CR000324,C0029,2026-05-03,2026-07-02,2026-07-01,11107.03,11107.03,Pago,Transferência
CR000325,C0019,2026-02-20,2026-02-27,2026-03-02,0.0,6393.1,Pago,Cartão
CR000326,C0037,2026-02-27,2026-03-06,1900-01-01,14237.21,0.0,Em aberto,Boleto
CR000327,C0006,2026-04-29,2026-05-13,2026-05-10,4148.21,4148.21,Pago,Cartão
CR000328,C0040,2026-04-20,2026-05-20,2026-05-22,4124.32,4124.32,Pago,Boleto
CR000329,C0037,2026-01-31,2026-02-07,1900-01-01,10863.18,0.0,Em aberto,Cartão
CR000330,C0044,2026-05-07,2026-05-14,2026-05-14,3599.91,3599.91,Pago,Transferência
CR000331,C0019,2026-07-11,2026-08-08,1900-01-01,5916.48,0.0,Em aberto,Boleto
CR000332,C0039,2026-02-25,2026-04-26,2026-04-29,4459.62,4459.62,Pago,Boleto
CR000333,C0027,2026-07-22,2026-08-05,2026-08-05,722.96,722.96,Pago,Cartão
CR000334,C0016,2026-04-05,2026-05-05,1900-01-01,10358.73,0.0,Em aberto,PIX
CR000335,C0001,2026-05-01,2026-05-15,1900-01-01,13110.22,0.0,Em aberto,Boleto
CR000336,C0046,2026-04-09,2026-05-24,1900-01-01,6522.38,0.0,Vencido,Transferência
CR000337,C0005,2026-01-25,2026-02-24,2026-02-24,1163.66,1163.66,Pago,Cartão
CR000338,C0023,2026-06-05,2026-07-20,1900-01-01,14517.98,0.0,Vencido,PIX
CR000339,C0001,2026-03-06,2026-04-05,2026-08-04,9408.97,9408.97,Pago,Transferência
CR000340,C0009,2026-08-17,2026-09-16,2026-09-17,904.54,904.54,Pago,Boleto
CR000341,C0033,2026-05-07,2026-05-28,2026-05-26,13205.08,13205.08,Pago,Transferência
CR000342,C0046,2026-05-16,2026-06-13,2026-06-15,2384.4,2384.4,Pago,PIX
CR000343,C0009,2026-05-08,2026-07-07,2026-07-09,14608.56,14608.56,Pago,Cartão
CR000344,C0019,2026-08-20,2026-09-10,2026-09-15,0.0,9310.09,Pago,Transferência
CR000345,C0028,2026-08-17,2026-08-31,1900-01-01,4938.48,0.0,Em aberto,Boleto
CR000346,C0036,2026-08-07,2026-09-21,1900-01-01,9658.79,0.0,Em aberto,PIX
CR000347,C0013,2026-02-08,2026-02-15,2026-02-19,3678.95,3678.95,Pago,Transferência
CR000348,C0011,2026-06-30,2026-07-28,1900-01-01,6715.52,0.0,Em aberto,PIX
CR000349,C0029,2026-04-02,2026-05-17,1900-01-01,8544.56,0.0,Em aberto,Cartão
CR000350,C0008,2026-08-05,2026-09-19,2026-09-21,13043.13,13043.13,Pago,PIX
CR000351,C0014,2026-08-11,2026-09-01,2026-09-06,2955.63,2955.63,Pago,Transferência
CR000352,C0037,2026-08-17,2026-10-01,1900-01-01,8909.46,0.0,Vencido,PIX
CR000353,C0034,2026-07-16,2026-08-15,2026-08-15,2954.36,2954.36,Pago,Cartão
CR000354,C0044,2026-01-25,2026-02-15,2026-02-18,681.64,681.64,Pago,Transferência
CR000355,C0038,2026-01-28,2026-03-29,2026-03-27,5056.01,0.0,Pago,Cartão
CR000356,C0046,2026-06-18,2026-07-16,2026-07-13,6974.62,6974.62,Pago,Transferência
CR000357,NAO INFORMADO,2026-06-17,2026-07-17,2026-07-16,14278.17,14278.17,Pago,Boleto
CR000358,C0004,2026-07-25,2026-09-08,2026-09-06,4459.42,4459.42,Pago,Cartão
CR000359,C0006,2026-04-13,2026-05-04,1900-01-01,2916.76,0.0,Em aberto,PIX
CR000360,C0002,2026-08-07,2026-08-21,1900-01-01,2695.23,0.0,Em aberto,Transferência
CR000361,C0042,2026-07-12,2026-08-26,2026-08-30,2565.78,2565.78,Pago,Cartão
CR000362,C0048,2026-07-26,2026-08-16,1900-01-01,13584.89,0.0,Vencido,Boleto
CR000363,C0023,2026-06-20,2026-06-27,1900-01-01,12531.18,0.0,Em aberto,Boleto
CR000364,C0032,2026-04-25,2026-05-23,1900-01-01,7303.66,0.0,Vencido,Cartão
CR000365,C0006,2026-07-13,2026-08-10,1900-01-01,12221.62,0.0,Vencido,Boleto
CR000366,C0028,2026-06-11,2026-07-09,1900-01-01,1666.33,0.0,Em aberto,Transferência
CR000367,C0030,2026-06-23,2026-07-07,2026-07-11,9819.88,9819.88,Pago,pix
CR000368,C0019,2026-04-30,2026-05-28,1900-01-01,1463.99,0.0,Em aberto,Transferência
CR000369,C0010,2026-02-02,2026-03-19,2026-03-24,13572.68,13572.68,Pago,Cartão
CR000370,C0019,2026-05-26,2026-06-02,2026-06-07,8399.62,8399.62,Pago,PIX
CR000371,C0033,2026-04-19,2026-05-17,1900-01-01,1688.92,0.0,Vencido,Transferência
CR000372,C0023,2026-03-07,2026-04-06,1900-01-01,1502.01,0.0,Em aberto,PIX
CR000373,C0008,2026-07-09,2026-08-23,2026-08-26,7104.32,7104.32,Pago,PIX
CR000374,C0006,2026-04-17,2026-06-01,1900-01-01,4675.42,0.0,Vencido,Cartão
CR000375,C0049,2026-06-21,2026-07-19,2026-07-21,0.0,9470.01,Pago,Boleto
CR000376,C0014,2026-02-17,2026-02-24,1900-01-01,11281.33,0.0,Vencido,Transferência
CR000377,C0044,2026-01-28,2026-02-25,2026-02-28,8155.33,0.0,Pago,PIX
CR000378,C0001,2026-02-13,2026-03-30,1900-01-01,7313.66,0.0,Em aberto,Cartão
CR000379,C0020,2026-06-08,2026-08-07,2026-08-10,14616.65,14616.65,Pago,Transferência
CR000380,C0006,2026-02-02,2026-02-16,2026-02-13,503.98,503.98,Pago,Boleto
CR000381,C0002,2026-02-23,2026-03-23,2026-03-26,9834.76,9834.76,Pago,Boleto
CR000382,C0006,2026-03-19,2026-05-18,1900-01-01,7112.36,0.0,Em aberto,Cartão
CR000383,C0002,2026-01-30,2026-02-13,1900-01-01,13565.51,0.0,Em aberto,Cartão
CR000384,C0031,2026-01-06,2026-03-07,2026-03-07,6907.89,6907.89,Pago,Transferência
CR000385,C0037,2026-08-01,2026-09-30,2026-09-27,6058.48,6058.48,Pago,PIX
CR000386,C0041,2026-08-05,2026-09-19,1900-01-01,6647.28,0.0,Em aberto,Cartão
CR000387,C0048,2026-05-29,2026-06-28,2026-06-25,11046.85,11046.85,Pago,Cartão
CR000388,C0026,2026-05-05,2026-06-04,1900-01-01,8988.28,0.0,Vencido,Cartão
CR000389,C0015,2026-07-02,2026-07-09,1900-01-01,8066.14,0.0,Em aberto,Transferência
CR000390,C0036,2026-01-17,2026-02-07,1900-01-01,13425.29,0.0,Em aberto,Cartão
CR000391,C0008,2026-05-07,2026-06-06,2026-06-10,0.0,14102.78,Pago,Cartão
CR000392,C0002,2026-02-11,2026-03-04,1900-01-01,10975.27,0.0,Em aberto,Transferência
CR000393,C0029,2026-03-01,2026-03-31,2026-04-04,3529.62,3529.62,Pago,Boleto
CR000394,C0019,2026-07-05,2026-08-19,1900-01-01,6038.46,0.0,Em aberto,Transferência
CR000395,C0031,2026-07-24,2026-09-22,2026-09-23,2681.78,2681.78,Pago,PIX
CR000396,C0043,2026-05-04,2026-05-18,2026-05-22,2847.38,2847.38,pago,PIX
CR000397,C0027,2026-05-07,2026-05-28,1900-01-01,3750.37,0.0,Em aberto,PIX
CR000398,C0002,2026-04-02,2026-04-23,2026-04-22,5548.54,5548.54,Pago,PIX
CR000399,C0005,2026-03-28,2026-04-25,2026-04-23,1975.35,1975.35,Pago,Boleto
CR000400,C0032,2026-03-08,2026-03-29,2026-04-03,11837.82,11837.82,Pago,Transferência
CR000401,C0010,2026-08-07,2026-09-21,1900-01-01,13143.33,0.0,Vencido,PIX
CR000402,C0046,2026-01-13,2026-02-10,2026-02-08,12045.11,12045.11,Pago,PIX
CR000403,C0036,2026-01-11,2026-02-10,2026-02-10,1849.54,1849.54,Pago,Transferência
CR000404,C0011,2026-07-06,2026-07-27,1900-01-01,10710.0,0.0,Em aberto,NAO INFORMADO
CR000405,C0047,2026-08-11,2026-08-18,2026-08-20,2568.15,2568.15,Pago,Boleto
CR000406,C0008,2026-08-06,2026-08-20,1900-01-01,6754.89,0.0,Em aberto,PIX
CR000407,C0016,2026-08-02,2026-10-01,2026-10-06,7262.85,7262.85,Pago,Boleto
CR000408,C0006,2026-03-10,2026-03-31,1900-01-01,10813.44,0.0,Em aberto,Transferência
CR000409,C0041,2026-06-20,2026-07-04,1900-01-01,2528.68,0.0,Em aberto,Cartão
CR000410,C0015,2026-02-05,2026-04-06,1900-01-01,6603.7,0.0,Em aberto,Cartão
CR000411,C0034,2026-07-23,2026-09-06,2026-09-10,5618.08,5618.08,Pago,Boleto
CR000412,C0050,2026-01-03,2026-02-17,2026-02-15,12151.83,12151.83,Pago,Transferência
CR000413,C0021,2026-04-13,2026-06-12,2026-06-15,2715.57,2715.57,Pago,PIX
CR000414,C0043,2026-06-14,2026-06-28,2026-07-03,13566.91,13566.91,Pago,NAO INFORMADO
CR000415,C0027,2026-04-13,2026-05-28,2026-05-30,10601.62,10601.62,Pago,Transferência
CR000416,C0001,2026-07-31,2026-08-21,1900-01-01,13533.07,0.0,Vencido,Boleto
CR000417,C0045,2026-04-14,2026-05-12,1900-01-01,9765.03,0.0,Em aberto,Cartão
CR000418,C0045,2026-03-30,2026-05-29,1900-01-01,0.0,0.0,Em aberto,Boleto
CR000419,C0020,2026-01-22,2026-01-29,1900-01-01,8200.27,0.0,Em aberto,Boleto
CR000420,C0034,2026-05-19,2026-06-09,1900-01-01,3441.9,0.0,Em aberto,Transferência
CR000421,C0034,2026-03-29,2026-05-28,2026-05-25,9644.58,9644.58,NAO INFORMADO,Transferência
CR000422,C0016,2026-08-02,2026-10-01,1900-01-01,4767.95,0.0,Em aberto,PIX
CR000423,C0047,2026-01-16,2026-03-17,1900-01-01,5782.79,0.0,Em aberto,Transferência
CR000424,C0008,2026-01-13,2026-03-14,2026-03-18,9869.15,9869.15,Pago,Transferência
CR000425,C0037,2026-07-08,2026-07-15,2026-07-20,6961.26,6961.26,Pago,Boleto
CR000426,C0023,2026-03-18,2026-04-08,1900-01-01,10103.76,0.0,Vencido,Boleto
CR000427,C0046,2026-04-07,2026-05-07,2026-05-09,11141.43,11141.43,Pago,Boleto
CR000428,C0050,2026-04-03,2026-05-01,1900-01-01,1740.42,0.0,Em aberto,Cartão
CR000429,C0006,2026-01-24,2026-01-31,2026-02-04,6545.83,6545.83,Pago,Boleto
CR000430,C0029,2026-01-20,2026-02-10,1900-01-01,10249.29,0.0,Em aberto,Cartão
CR000431,C0017,2026-05-30,2026-06-27,1900-01-01,9655.98,0.0,NAO INFORMADO,Cartão
CR000432,C0047,2026-04-17,2026-06-16,1900-01-01,2693.79,0.0,Em aberto,Boleto
CR000433,C0032,2026-07-02,2026-07-30,1900-01-01,2201.96,0.0,Em aberto,PIX
CR000434,C0045,2026-02-24,2026-03-24,2026-03-29,7258.33,7258.33,Pago,Transferência
CR000435,C0008,2026-06-04,2026-08-03,2026-08-05,6306.71,6306.71,NAO INFORMADO,Transferência
CR000436,C0003,2026-05-14,2026-05-28,2026-05-30,2030.81,2030.81,Pago,Transferência
CR000437,C0019,2026-05-05,2026-05-12,2026-05-15,0.0,11930.69,Pago,PIX
CR000438,C0020,2026-08-16,2026-09-06,1900-01-01,3469.05,0.0,Em aberto,PIX
CR000439,C0008,2026-05-21,2026-06-11,2026-06-14,1293.2,1293.2,Pago,Cartão
CR000440,C0037,2026-03-21,2026-04-20,2026-04-23,6949.9,6949.9,Pago,Cartão
CR000441,C0047,2026-08-02,2026-09-01,2026-09-06,2252.3,2252.3,Pago,Cartão
CR000442,C0049,2026-04-26,2026-06-10,2026-06-08,6901.4,6901.4,Pago,Cartão
CR000443,C0025,2026-03-01,2026-03-29,2026-04-02,5283.27,5283.27,Pago,Transferência
CR000444,C0042,2026-01-23,2026-03-24,2026-03-25,2734.54,2734.54,Pago,PIX
CR000445,C0042,2026-05-24,2026-05-31,1900-01-01,3128.67,0.0,Vencido,PIX
CR000446,C0037,2026-05-14,2026-05-28,1900-01-01,11333.21,0.0,Em aberto,PIX
CR000447,C0008,2026-06-18,2026-07-18,2026-07-19,2942.23,2942.23,Pago,Boleto
CR000448,C0016,2026-08-01,2026-09-15,1900-01-01,12632.09,0.0,Vencido,Cartão
CR000449,C0006,2026-07-26,2026-08-25,1900-01-01,9220.77,0.0,Em aberto,PIX
CR000450,C0032,2026-08-09,2026-08-16,2026-08-19,5297.36,5297.36,Pago,PIX
CR000451,C0034,2026-03-23,2026-04-20,2026-04-18,4080.51,4080.51,Pago,Boleto
CR000452,C0019,2026-02-06,2026-02-20,2026-02-19,4056.65,4056.65,Pago,Transferência
CR000453,C0027,2026-06-23,2026-07-07,2026-07-06,1166.03,1166.03,Pago,PIX
CR000454,C0046,2026-01-15,2026-02-05,2026-02-04,6032.11,6032.11,Pago,Cartão
CR000455,C0021,2026-03-08,2026-04-05,2026-04-02,14141.19,14141.19,Pago,Boleto
CR000456,C0016,2026-07-12,2026-08-11,1900-01-01,8914.63,0.0,Em aberto,Cartão
CR000457,C0008,2026-03-10,2026-03-17,1900-01-01,4979.55,0.0,Em aberto,Cartão
CR000458,C0005,2026-05-04,2026-05-11,2026-05-08,6290.16,6290.16,Pago,Transferência
CR000459,C0036,2026-05-31,2026-07-15,1900-01-01,1792.19,0.0,Em aberto,Boleto
CR000460,C0020,2026-05-26,2026-06-23,1900-01-01,6855.94,0.0,Em aberto,Boleto
CR000461,C0010,2026-04-06,2026-05-06,2026-05-11,14784.04,14784.04,Pago,Cartão
CR000462,C0036,2026-04-26,2026-05-03,1900-01-01,314.72,0.0,Em aberto,Transferência
CR000463,C0042,2026-02-12,2026-02-19,1900-01-01,1184.57,0.0,Em aberto,Transferência
CR000464,C0039,2026-03-06,2026-05-05,2026-05-05,10295.97,10295.97,Pago,Transferência
CR000465,C0003,2026-02-11,2026-03-28,2026-03-29,8151.11,8151.11,Pago,PIX
CR000466,C0026,2026-06-28,2026-07-05,1900-01-01,12508.32,0.0,Em aberto,Transferência
CR000467,C0028,2026-02-23,2026-03-25,2026-03-27,7720.86,7720.86,Pago,Transferência
CR000468,NAO INFORMADO,2026-07-01,2026-07-29,2026-07-31,4313.29,4313.29,Pago,Boleto
CR000469,C0030,2026-06-03,2026-06-24,2026-06-21,533.36,533.36,Pago,NAO INFORMADO
CR000470,C0001,2026-08-19,2026-08-26,1900-01-01,10188.78,0.0,Em aberto,Cartão
CR000471,C0049,2026-04-11,2026-05-11,2026-05-16,1492.89,1492.89,Pago,PIX
CR000472,C0043,2026-04-24,2026-06-08,1900-01-01,2114.21,0.0,Em aberto,Transferência
CR000473,NAO INFORMADO,2026-02-15,2026-04-16,2026-04-14,11589.1,11589.1,Pago,Cartão
CR000474,c0024,2026-02-19,2026-03-19,2026-03-20,437.64,437.64,Pago,Transferência
CR000475,C0013,2026-01-24,2026-03-25,2026-03-25,9317.61,9317.61,NAO INFORMADO,Boleto
CR000476,C0032,2026-04-03,2026-04-10,1900-01-01,4427.12,0.0,Vencido,Boleto
CR000477,C0001,2026-02-20,2026-04-21,2026-04-22,9685.01,9685.01,Pago,Cartão
CR000478,C0011,2026-05-22,2026-06-05,1900-01-01,9999.62,0.0,Vencido,Boleto
CR000479,C0005,2026-05-31,2026-06-14,2026-06-15,11265.81,11265.81,Pago,Boleto
CR000480,C0034,2026-07-06,2026-09-04,2026-09-09,4332.62,4332.62,Pago,Transferência
CR000481,C0044,2026-05-24,2026-06-21,1900-01-01,328.74,0.0,Em aberto,PIX
CR000482,C0021,2026-04-21,2026-06-20,2026-06-18,14928.07,14928.07,Pago,Cartão
CR000483,C0032,2026-04-03,2026-05-03,2026-04-30,11457.62,11457.62,Pago,Transferência
CR000484,C0027,2026-05-17,2026-06-14,1900-01-01,4948.76,0.0,Em aberto,Boleto
CR000485,C0022,2026-01-21,2026-02-20,2026-02-23,12172.79,12172.79,Pago,PIX
CR000486,C0016,2026-02-20,2026-03-06,2026-03-04,5139.6,5139.6,Pago,PIX
CR000487,C0031,2026-04-21,2026-06-20,2026-06-21,653.15,653.15,Pago,Boleto
CR000488,C0007,2026-05-02,2026-05-16,2026-05-18,14394.4,14394.4,Pago,Boleto
CR000489,C0005,2026-07-18,2026-08-17,2026-08-21,9407.63,9407.63,Pago,PIX
CR000490,C0006,2026-01-16,2026-01-23,2026-01-22,5847.71,5847.71,Pago,PIX
CR000491,c0029,2026-01-15,2026-02-05,1900-01-01,9277.86,0.0,Em aberto,PIX
CR000492,C0007,2026-06-23,2026-06-30,2026-07-03,8521.09,8521.09,Pago,Cartão
CR000493,C0007,2026-06-08,2026-08-07,1900-01-01,6343.29,0.0,Vencido,PIX
CR000494,C0030,2026-04-09,2026-05-07,1900-01-01,11988.92,0.0,Vencido,PIX
CR000495,C0022,2026-06-16,2026-07-31,1900-01-01,11809.06,0.0,Em aberto,Transferência
CR000496,C0038,2026-02-19,2026-02-26,1900-01-01,1809.54,0.0,Vencido,PIX
CR000497,C0038,2026-07-22,2026-09-20,1900-01-01,3146.13,0.0,Vencido,Boleto
CR000498,C0041,2026-05-11,2026-06-01,1900-01-01,5524.25,0.0,Em aberto,Cartão
CR000499,C0012,2026-03-04,2026-03-18,2026-03-17,12016.28,12016.28,Pago,Transferência
CR000500,C0038,2026-04-22,2026-05-22,2026-05-23,14408.2,14408.2,Pago,Boleto
CR000309,C0017,2026-08-09,2026-09-08,1900-01-01,1122.1,0.0,Em aberto,Transferência
CR000014,C0047,2026-07-22,2026-08-21,2026-08-24,9297.47,9297.47,Pago,Cartão
CR000415,C0027,2026-04-13,2026-05-28,2026-05-30,10601.62,10601.62,Pago,Transferência
CR000033,C0013,2026-01-01,2026-01-08,2026-08-01,652.61,652.61,Pago,Cartão
CR000461,C0010,2026-04-06,2026-05-06,2026-05-11,14784.04,14784.04,Pago,Cartão
CR000156,C0040,2026-04-03,2026-06-02,1900-01-01,11488.59,0.0,Em aberto,boleto
CR000250,C0047,2026-01-26,2026-02-09,1900-01-01,13831.01,0.0,Em aberto,Transferência
