id_movimento;data_movimento;tipo;categoria;descricao;valor;conta_bancaria;conciliado
MB000295;2026-03-10;Entrada;Energia;Energia - operação 295;6456.09;Banco A;Sim
MB000296;2026/03/25;Entrada;Recebimento de cliente;Recebimento de cliente - operação 296;10744.23;;Sim
MB000297;2026-05-17;Saída;Aluguel;Aluguel - operação 297;3195.44;Banco C;Sim
MB000298;2026-02-02;Entrada;Transferência;Transferência - operação 298;7788.25;Banco B;Sim
MB000299;2026-04-28;Saída;Aluguel;Aluguel - operação 299;16542.01;Banco C;Sim
MB000300;2026-05-26;Saída;;;1423.82;Banco B;Sim
MB000301;2026-02-07;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 301;6905.34;Banco C;Sim
MB000302;2026-03-28;Entrada;Tarifa bancária;Tarifa bancária - operação 302;7243.28;Banco A;Sim
MB000303;2026-07-04;Entrada;Tarifa bancária;Tarifa bancária - operação 303;17374.62;Banco A;Não
MB000304;2026-03-08;Entrada;Outros;Outros - operação 304;9727.88;Banco A;Sim
MB000305;2026-04-06;Saída;Transferência;Transferência - operação 305;3913.01;Banco B;Sim
MB000306;2026-07-11;Entrada;Energia;Energia - operação 306;9053.06;Banco A;Não
MB000307;2026-04-13;Entrada;Energia;Energia - operação 307;4944.6;;Sim
MB000308;2026-01-05;Saída;Salário;Salário - operação 308;4982.1;Banco B;Não
MB000309;2026-07-22;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 309;4022.76;Banco A;Sim
MB000310;2026-02-26;Entrada;Energia;Energia - operação 310;13120.54;Banco C;Sim
MB000311;2026-05-31;Saída;Impostos;Impostos - operação 311;;Banco B;Sim
MB000312;2026-01-04;Saída;Impostos;Impostos - operação 312;5787.59;Banco B;Sim
MB000313;2026-04-29;;Aluguel;Aluguel - operação 313;9603.71;Banco A;Sim
MB000314;2026-03-07;Saída;Recebimento de cliente;Recebimento de cliente - operação 314;11909.54;Banco C;Sim
MB000315;2026-06-11;Saída;Outros;Outros - operação 315;17729.8;Banco A;Sim
MB000316;2026-07-11;Saída;Impostos;Impostos - operação 316;5507.39;Banco B;Sim
MB000317;2026-06-22;Saída;Recebimento de cliente;;2848.41;Banco C;Sim
MB000318;2026-06-09;Saída;Tarifa bancária;Tarifa bancária - operação 318;;Banco A;Sim
MB000319;2026-05-23;Saída;Aluguel;Aluguel - operação 319;6786.35;Banco C;Sim
MB000320;2026-04-07;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 320;1790.79;Banco A;Sim
MB000321;2026-01-29;Saída;Energia;Energia - operação 321;3256.27;Banco A;Sim
MB000322;2026-05-21;Saída;Impostos;Impostos - operação 322;13535.49;Banco B;Não
MB000323;2026-03-13;Saída;Impostos;Impostos - operação 323;11363.45;Banco C;Sim
MB000324;2026-05-09;Saída;Outros;Outros - operação 324;7089.51;Banco B;
MB000325;2026-07-13;Saída;Energia;;14879.18;Banco B;Sim
MB000326;2026-08-12;Entrada;Tarifa bancária;Tarifa bancária - operação 326;5226.92;Banco C;Sim
MB000327;2026-07-15;Saída;Salário;Salário - operação 327;12316.16;Banco A;Sim
MB000328;2026-05-29;Saída;Tarifa bancária;Tarifa bancária - operação 328;7414.77;Banco C;Sim
MB000329;2026-06-08;Entrada;Salário;Salário - operação 329;10994.22;Banco C;Sim
MB000330;2026-06-03;Saída;Tarifa bancária;Tarifa bancária - operação 330;17021.53;Banco B;Não
MB000331;2026-03-05;Entrada;Transferência;Transferência - operação 331;12334.32;Banco B;Sim
MB000332;2026-07-10;Saída;Tarifa bancária;Tarifa bancária - operação 332;9959.43;Banco A;Sim
MB000333;2026-04-28;Saída;;Aluguel - operação 333;3195.04;Banco C;Sim
MB000334;2026-03-24;Entrada;Energia;Energia - operação 334;1213.39;Banco A;Sim
MB000335;2026-05-28;Saída;Transferência;Transferência - operação 335;4448.59;Banco C;Sim
MB000336;2026-03-03;Entrada;Transferência;Transferência - operação 336;9028.86;Banco A;Não
MB000337;2026-08-03;Saída;Salário;Salário - operação 337;4445.3;Banco C;Sim
MB000338;2026-01-02;Entrada;Tarifa bancária;Tarifa bancária - operação 338;15613.78;;Sim
MB000339;2026-01-19;Saída;Energia;Energia - operação 339;15906.26;Banco C;Sim
MB000340;2026-07-03;Saída;Outros;Outros - operação 340;12880.02;;Sim
MB000341;2026-07-31;Entrada;Energia;Energia - operação 341;14619.34;Banco C;Sim
MB000342;2026-04-04;Saída;Outros;Outros - operação 342;11345.36;Banco B;Sim
MB000343;2026-07-21;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 343;2670.41;Banco B;Não
MB000344;2026-07-12;Entrada;Salário;Salário - operação 344;6628.04;Banco C;Sim
MB000345;2026-02-06;Entrada;Transferência;Transferência - operação 345;3821.03;Banco A;Sim
MB000346;2026-06-14;Entrada;Transferência;Transferência - operação 346;16190.56;Banco B;Sim
MB000347;2026-07-13;Entrada;Impostos;Impostos - operação 347;5350.49;Banco B;Sim
MB000348;2026-07-21;Saída;energia;Energia - operação 348;10249.75;Banco C;Sim
MB000349;2026-07-14;Entrada;Salário;Salário - operação 349;9415.94;Banco A;Sim
MB000350;2026-08-14;Saída;Impostos;Impostos - operação 350;12862.77;Banco B;Sim
MB000351;2026-05-26;Entrada;Transferência;Transferência - operação 351;12849.77;Banco C;Sim
MB000352;2026-02-09;Entrada;Salário;Salário - operação 352;10953.72;Banco B;Sim
MB000353;2026-06-13;Entrada;recebimento de cliente;Recebimento de cliente - operação 353;15324.0;Banco C;Sim
MB000354;2026-02-07;Saída;Recebimento de cliente;Recebimento de cliente - operação 354;4706.61;Banco C;Sim
MB000355;2026-07-10;Saída;Tarifa bancária;Tarifa bancária - operação 355;8611.69;Banco A;Sim
MB000356;2026-06-14;Entrada;Outros;Outros - operação 356;5691.62;Banco B;  Sim 
MB000357;10-08-2026;Saída;Salário;Salário - operação 357;15680.54;Banco B;Sim
MB000358;2026-05-04;Saída;Recebimento de cliente;Recebimento de cliente - operação 358;12053.97;Banco A;Sim
MB000359;2026-02-27;Entrada;Aluguel;Aluguel - operação 359;4076.36;Banco B;Não
MB000360;2026-07-19;Entrada;Aluguel;Aluguel - operação 360;6449.2;  Banco B ;Não
MB000361;2026-06-13;Entrada;Outros;Outros - operação 361;16171.52;Banco C;Sim
MB000362;2026-04-04;Entrada;Tarifa bancária;Tarifa bancária - operação 362;;Banco B;Sim
MB000363;2026-01-18;Entrada;Outros;Outros - operação 363;17311.73;Banco C;Sim
MB000364;2026-08-12;Entrada;Recebimento de cliente;Recebimento de cliente - operação 364;8067.06;Banco C;Sim
MB000365;2026-03-04;Entrada;Salário;Salário - operação 365;12430.1;Banco C;
MB000366;2026-02-28;Saída;Salário;Salário - operação 366;772.18;Banco C;Sim
MB000367;2026-05-22;Entrada;;Pagamento fornecedor - operação 367;13388.83;Banco C;Sim
MB000368;2026-08-20;Entrada;Outros;Outros - operação 368;5484.56;Banco A;Sim
MB000369;2026-03-04;Saída;Transferência;Transferência - operação 369;8383.67;  Banco C ;Sim
MB000370;2026-03-23;Entrada;Aluguel;Aluguel - operação 370;8635.47;Banco B;Sim
MB000371;2026-05-02;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 371;9785.52;Banco A;Não
MB000372;2026-05-05;;Recebimento de cliente;Recebimento de cliente - operação 372;10491.76;Banco A;Sim
MB000373;2026-07-19;Entrada;Transferência;Transferência - operação 373;;Banco B;Sim
MB000374;2026-06-03;Entrada;Transferência;Transferência - operação 374;11378.75;Banco B;Sim
MB000375;2026-05-04;Saída;Energia;Energia - operação 375;17128.27;Banco B;Sim
MB000376;2026-08-11;Saída;Aluguel;Aluguel - operação 376;6173.5;Banco C;Sim
MB000377;2026-05-09;Entrada;Transferência;Transferência - operação 377;2050.89;Banco A;Sim
MB000378;2026-01-02;Saída;Outros;Outros - operação 378;8495.59;Banco A;
MB000379;2026-01-17;Saída;Energia;Energia - operação 379;1747.5;Banco B;Sim
MB000380;2026-06-13;Saída;Salário;Salário - operação 380;3525.04;Banco A;Sim
MB000381;2026-02-24;Entrada;;Outros - operação 381;5531.64;Banco C;Sim
MB000382;2026-01-27;Entrada;Aluguel;Aluguel - operação 382;10299.6;Banco A;Sim
MB000383;2026-02-10;Entrada;Tarifa bancária;Tarifa bancária - operação 383;14155.31;Banco A;Não
MB000384;2026-06-19;Entrada;Impostos;Impostos - operação 384;17222.89;Banco B;Não
MB000385;2026-07-21;Saída;Energia;Energia - operação 385;4155.59;Banco B;Sim
MB000386;2026-08-08;Entrada;Impostos;Impostos - operação 386;2652.51;Banco B;Sim
MB000387;2026-08-01;Saída;Transferência;Transferência - operação 387;;Banco C;Sim
MB000388;2026-07-15;Saída;Recebimento de cliente;Recebimento de cliente - operação 388;13731.9;Banco B;
MB000389;2026-04-15;Saída;Salário;Salário - operação 389;17550.99;Banco B;Sim
MB000390;2026-07-29;  Entrada ;Aluguel;Aluguel - operação 390;11933.88;Banco B;Sim
MB000391;2026-08-02;Saída;Recebimento de cliente;Recebimento de cliente - operação 391;5827.13;Banco B;Sim
MB000392;2026-05-23;Saída;Aluguel;Aluguel - operação 392;14364.67;Banco C;Sim
MB000393;2026-04-23;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 393;1385.96;Banco A;Sim
MB000394;2026-07-05;Saída;Transferência;Transferência - operação 394;17139.21;Banco A;Sim
MB000395;2026-06-26;Saída;Aluguel;Aluguel - operação 395;5078.56;Banco C;não
MB000396;2026-04-07;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 396;1057.26;Banco B;Sim
MB000397;2026-05-18;Saída;transferência;Transferência - operação 397;16628.73;Banco A;Sim
MB000398;2026-02-04;Entrada;Impostos;Impostos - operação 398;17590.36;Banco C;Sim
MB000399;2026-07-31;Entrada;Salário;Salário - operação 399;10637.06;Banco C;Sim
MB000400;2026-05-24;;Transferência;Transferência - operação 400;4451.82;Banco C;Sim
MB000401;2026-07-15;Entrada;Outros;Outros - operação 401;9581.94;Banco B;Sim
MB000402;2026-02-05;Entrada;Impostos;Impostos - operação 402;17231.74;Banco B;Sim
MB000403;2026-07-11;Entrada;Salário;Salário - operação 403;5816.75;Banco A;Sim
MB000404;2026-04-03;Saída;Aluguel;Aluguel - operação 404;12214.15;Banco C;Sim
MB000405;2026-03-07;Saída;Recebimento de cliente;Recebimento de cliente - operação 405;2567.85;Banco C;Sim
MB000406;2026-04-20;Saída;Transferência;Transferência - operação 406;14375.84;Banco C;Sim
MB000407;2026-05-12;Saída;Recebimento de cliente;Recebimento de cliente - operação 407;10204.58;;Sim
MB000408;2026-08-12;Saída;Outros;Outros - operação 408;8881.57;Banco C;Sim
MB000409;2026-06-12;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 409;10197.26;Banco C;Sim
MB000410;2026-05-17;Entrada;Outros;Outros - operação 410;15241.07;Banco A;
MB000411;2026-04-30;Saída;Aluguel;Aluguel - operação 411;13546.74;Banco C;sim
MB000412;2026-07-29;Entrada;Transferência;Transferência - operação 412;8150.63;Banco C;Sim
MB000413;2026-06-16;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 413;3311.05;Banco C;Sim
MB000414;2026-04-27;Saída;Tarifa bancária;Tarifa bancária - operação 414;16014.68;Banco B;Não
MB000415;2026-03-17;Entrada;Tarifa bancária;Tarifa bancária - operação 415;388.75;Banco A;
MB000416;2026-04-20;Entrada;Energia;Energia - operação 416;15407.56;Banco C;Sim
MB000417;2026-05-17;Saída;Aluguel;Aluguel - operação 417;13870.2;Banco C;Sim
MB000418;2026-08-17;Saída;Salário;Salário - operação 418;3439.81;Banco A;Sim
MB000419;2026-03-20;Entrada;Pagamento fornecedor;  Pagamento fornecedor - operação 419 ;520.73;;Sim
MB000420;2026-07-19;Entrada;Outros;Outros - operação 420;6305.93;Banco A;Sim
MB000421;2026-08-11;Saída;Aluguel;Aluguel - operação 421;11864.1;Banco A;Sim
MB000422;2026-02-11;Saída;Energia;Energia - operação 422;4231.97;Banco A;Sim
MB000423;2026-01-07;Entrada;Transferência;Transferência - operação 423;2259.83;Banco B;Sim
MB000424;2026-04-24;Entrada;Tarifa bancária;Tarifa bancária - operação 424;933.4;Banco B;Sim
MB000425;2026-02-20;Entrada;Tarifa bancária;Tarifa bancária - operação 425;10644.4;Banco A;Sim
MB000426;14-02-2026;Saída;Outros;;2234.58;Banco A;Sim
MB000427;2026-05-06;Saída;Impostos;Impostos - operação 427;13506.8;Banco B;Sim
MB000428;2026-02-18;  Entrada ;Pagamento fornecedor;Pagamento fornecedor - operação 428;14406.25;Banco B;  Sim 
MB000429;2026-03-07;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 429;17010.9;Banco A;Sim
MB000430;2026-04-08;Saída;Tarifa bancária;Tarifa bancária - operação 430;17310.16;Banco A;Sim
MB000431;2026-04-03;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 431;7842.97;Banco C;Sim
MB000432;2026-02-28;Entrada;Tarifa bancária;Tarifa bancária - operação 432;15773.16;Banco A;Sim
MB000433;2026-07-06;Saída;Recebimento de cliente;Recebimento de cliente - operação 433;2576.21;Banco A;Sim
MB000434;2026-05-25;Entrada;  Salário ;Salário - operação 434;9359.27;Banco A;Sim
MB000435;2026-07-15;Entrada;Recebimento de cliente;Recebimento de cliente - operação 435;10751.87;Banco A;Sim
MB000436;2026-04-06;Saída;Tarifa bancária;Tarifa bancária - operação 436;14827.35;Banco B;Sim
MB000437;2026-02-14;Saída;Salário;Salário - operação 437;13368.3;Banco C;Sim
MB000438;2026-04-04;Entrada;Salário;Salário - operação 438;588.14;Banco A;Sim
MB000439;2026-04-14;Saída;Energia;Energia - operação 439;11213.35;Banco A;Sim
MB000440;2026-03-26;Entrada;Transferência;Transferência - operação 440;664.3;Banco A;Sim
MB000441;2026-01-12;Saída;Tarifa bancária;Tarifa bancária - operação 441;13736.92;Banco C;Sim
MB000442;2026-02-13;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 442;318.15;Banco A;Sim
MB000443;2026-04-18;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 443;17438.71;Banco B;Sim
MB000444;2026-08-08;Saída;Transferência;Transferência - operação 444;2462.58;Banco C;Sim
MB000445;2026-03-21;Saída;Transferência;Transferência - operação 445;16196.9;Banco B;Sim
MB000446;2026-03-24;Saída;Impostos;Impostos - operação 446;17226.45;Banco C;Sim
MB000447;2026-05-03;Saída;Aluguel;Aluguel - operação 447;2308.7;Banco C;Sim
MB000448;2026-07-26;Entrada;Aluguel;Aluguel - operação 448;11882.82;;Sim
MB000449;2026-07-03;Saída;Energia;Energia - operação 449;15970.18;Banco A;Sim
MB000450;2026-02-27;Entrada;Salário;Salário - operação 450;13154.04;Banco B;Sim
MB000451;2026-07-01;Saída;Outros;Outros - operação 451;9328.43;Banco B;Sim
MB000452;2026-03-25;Saída;Impostos;Impostos - operação 452;11918.57;Banco C;Sim
MB000453;2026-07-11;Saída;Recebimento de cliente;Recebimento de cliente - operação 453;14305.8;Banco A;Sim
MB000454;2026-02-06;Entrada;Aluguel;Aluguel - operação 454;2955.84;Banco B;Sim
MB000455;2026-05-27;Saída;Transferência;Transferência - operação 455;;Banco A;Não
MB000456;2026-04-14;Saída;Aluguel;Aluguel - operação 456;8184.83;Banco B;Sim
MB000457;2026-04-23;Entrada;Energia;Energia - operação 457;11815.52;Banco C;Sim
MB000458;2026-03-28;;Energia;Energia - operação 458;6170.64;Banco B;Sim
MB000459;2026-04-27;Entrada;Impostos;Impostos - operação 459;13750.68;Banco B;Sim
MB000460;2026-07-20;Saída;Tarifa bancária;Tarifa bancária - operação 460;11579.15;Banco C;Sim
MB000461;2026-01-25;Entrada;Transferência;transferência - operação 461;14949.9;Banco A;Sim
MB000462;2026-07-02;Entrada;Salário;Salário - operação 462;15725.86;Banco B;Sim
MB000463;2026-04-22;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 463;17394.95;Banco C;Sim
MB000464;2026-04-12;Saída;Aluguel;Aluguel - operação 464;2593.67;Banco C;Sim
MB000465;2026-07-18;Entrada;Aluguel;Aluguel - operação 465;13214.75;;Sim
MB000466;2026-06-03;;Outros;Outros - operação 466;9474.56;Banco C;Sim
MB000467;2026-05-19;Entrada;Outros;Outros - operação 467;3043.22;Banco A;Sim
MB000468;2026-06-24;Entrada;Aluguel;Aluguel - operação 468;15186.14;Banco C;Sim
MB000469;2026-05-19;Saída;Tarifa bancária;Tarifa bancária - operação 469;15456.4;Banco B;Sim
MB000470;2026-04-13;Entrada;Tarifa bancária;Tarifa bancária - operação 470;16222.17;Banco B;Sim
MB000471;2026-04-30;;Salário;Salário - operação 471;13001.78;Banco B;Sim
MB000472;2026-01-20;Entrada;Outros;Outros - operação 472;12042.76;Banco A;Não
MB000473;2026-06-02;Entrada;Recebimento de cliente;Recebimento de cliente - operação 473;13605.29;Banco A;Sim
MB000474;2026-05-04;Entrada;Aluguel;Aluguel - operação 474;7072.73;Banco A;Sim
MB000475;2026-04-11;Saída;Aluguel;Aluguel - operação 475;4511.89;Banco B;Sim
MB000476;2026-02-27;Entrada;Salário;Salário - operação 476;16072.86;Banco A;Não
MB000477;2026-06-22;Entrada;Aluguel;Aluguel - operação 477;8008.7;Banco C;Sim
MB000478;2026-07-14;Saída;Recebimento de cliente;;11479.78;Banco C;Sim
MB000479;2026-05-15;Entrada;Transferência;Transferência - operação 479;4217.65;Banco B;Sim
MB000480;2026-07-30;Entrada;Outros;Outros - operação 480;13385.27;Banco B;Sim
MB000481;2026-01-19;Saída;Energia;Energia - operação 481;17093.31;banco a;Sim
MB000482;2026-08-03;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 482;11302.83;Banco B;Não
MB000483;2026-02-13;Saída;Energia;Energia - operação 483;4082.17;Banco A;Sim
MB000484;2026-07-07;Saída;Impostos;  Impostos - operação 484 ;4381.2;Banco C;Sim
MB000485;2026-08-03;Saída;;Tarifa bancária - operação 485;1066.91;Banco A;Sim
MB000486;2026-08-04;Entrada;Energia;Energia - operação 486;11542.76;Banco B;Sim
MB000487;2026-06-20;Entrada;Impostos;Impostos - operação 487;1541.53;Banco A;Sim
MB000488;2026-03-04;;Transferência;Transferência - operação 488;4023.92;Banco B;Sim
MB000489;2026-01-27;Saída;Outros;outros - operação 489;10939.2;Banco C;Sim
MB000490;2026-06-05;Saída;Tarifa bancária;Tarifa bancária - operação 490;805.72;Banco A;Não
MB000491;2026-08-03;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 491;2158.65;Banco A;Sim
MB000492;2026-05-29;Saída;Tarifa bancária;Tarifa bancária - operação 492;14684.34;Banco C;Sim
MB000493;2026-03-30;Saída;Transferência;Transferência - operação 493;10341.54;Banco C;Sim
MB000494;2026-04-13;Saída;Recebimento de cliente;Recebimento de cliente - operação 494;3927.91;Banco A;Sim
MB000495;2026-06-11;Saída;Pagamento fornecedor;;5296.37;Banco B;Sim
MB000496;2026-07-06;Saída;Energia;Energia - operação 496;6486.67;Banco C;Sim
MB000497;2026/04/01;Entrada;Energia;Energia - operação 497;8055.83;Banco A;Sim
MB000498;2026-04-28;Entrada;Salário;Salário - operação 498;3808.39;Banco C;Sim
MB000499;2026-07-09;Saída;Impostos;Impostos - operação 499;14068.38;Banco A;Sim
MB000500;2026-08-08;Entrada;Impostos;  Impostos - operação 500 ;6364.89;Banco C;
MB000501;2026-03-23;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 501;16459.38;Banco A;Sim
MB000502;2026-03-22;Saída;Transferência;Transferência - operação 502;11528.58;Banco B;Sim
MB000503;2026-03-09;Saída;Impostos;Impostos - operação 503;;Banco B;Sim
MB000504;2026-07-13;Entrada;Salário;Salário - operação 504;5843.54;Banco A;Sim
MB000505;2026-05-29;Entrada;Outros;Outros - operação 505;12619.1;Banco C;Sim
MB000506;2026-07-13;Saída;Outros;Outros - operação 506;3243.45;Banco C;Sim
MB000507;2026-02-20;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 507;12824.4;Banco C;Sim
MB000508;2026-08-07;  Entrada ;Salário;Salário - operação 508;12900.19;Banco C;Sim
MB000509;2026-04-12;Entrada;Tarifa bancária;Tarifa bancária - operação 509;1910.09;Banco C;Sim
MB000510;2026-06-07;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 510;5862.86;Banco A;Sim
MB000511;2026-07-31;Entrada;Aluguel;Aluguel - operação 511;9886.37;Banco C;Sim
MB000512;2026-01-07;Saída;Aluguel;Aluguel - operação 512;15006.8;Banco A;Sim
MB000513;2026-08-13;entrada;Transferência;Transferência - operação 513;;Banco A;Sim
MB000514;2026-01-04;Entrada;Aluguel;Aluguel - operação 514;17364.4;;Sim
MB000515;2026-08-03;Saída;Tarifa bancária;Tarifa bancária - operação 515;10035.99;Banco C;Sim
MB000516;2026-04-16;Entrada;Outros;Outros - operação 516;10477.08;banco c;Não
MB000517;2026-08-16;Saída;Energia;Energia - operação 517;12736.09;Banco B;Sim
MB000518;2026-04-21;Saída;Impostos;Impostos - operação 518;16205.95;Banco A;Sim
MB000519;2026-05-19;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 519;17247.74;Banco A;Sim
MB000520;09/08/2026;Entrada;outros;Outros - operação 520;10442.3;Banco A;Sim
MB000521;2026-07-01;Saída;Outros;Outros - operação 521;5677.05;  Banco C ;Sim
MB000522;2026-07-04;Saída;Outros;;14788.34;Banco A;Sim
MB000523;2026-03-10;Saída;Recebimento de cliente;Recebimento de cliente - operação 523;8311.29;Banco B;Sim
MB000524;2026-06-01;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 524;17159.29;Banco A;Sim
MB000525;2026-05-24;Saída;Outros;Outros - operação 525;11722.48;banco b;Sim
MB000526;2026-08-11;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 526;12292.03;Banco A;Sim
MB000527;2026-05-26;Entrada;Recebimento de cliente;Recebimento de cliente - operação 527;12859.34;Banco B;Sim
MB000528;2026-06-30;Entrada;Tarifa bancária;Tarifa bancária - operação 528;3912.91;Banco B;Sim
MB000529;2026-05-18;;Impostos;Impostos - operação 529;4224.53;Banco C;Sim
MB000530;2026-02-06;;Impostos;Impostos - operação 530;15536.08;Banco C;Sim
MB000531;2026-07-02;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 531;13954.45;Banco A;Não
MB000532;2026-01-17;Saída;Tarifa bancária;Tarifa bancária - operação 532;13160.33;Banco C;Sim
MB000533;2026-03-05;Saída;Salário;Salário - operação 533;15051.52;Banco A;Sim
MB000534;2026-07-06;Entrada;Impostos;Impostos - operação 534;1649.45;Banco B;Não
MB000535;2026-06-29;Saída;Tarifa bancária;Tarifa bancária - operação 535;6894.17;Banco B;Sim
MB000536;2026-08-05;Saída;Salário;Salário - operação 536;;Banco B;Sim
MB000537;2026-07-01;Saída;Energia;Energia - operação 537;9019.29;Banco A;Sim
MB000538;2026-04-13;Entrada;Aluguel;Aluguel - operação 538;6354.05;Banco C;Sim
MB000539;2026-03-28;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 539;9453.42;Banco A;Não
MB000540;2026-01-16;Saída;Recebimento de cliente;Recebimento de cliente - operação 540;12304.65;Banco A;Sim
MB000541;2026-01-01;Saída;Recebimento de cliente;Recebimento de cliente - operação 541;133.67;Banco B;Sim
MB000542;2026-01-08;Saída;Impostos;Impostos - operação 542;15475.49;Banco A;Sim
MB000543;2026-06-12;Saída;Transferência;  Transferência - operação 543 ;3313.07;Banco A;Sim
MB000544;2026-01-25;Entrada;Impostos;Impostos - operação 544;10353.03;Banco B;Sim
MB000545;2026-05-10;Entrada;Transferência;Transferência - operação 545;594.63;Banco A;Sim
MB000546;2026-08-16;Entrada;Energia;Energia - operação 546;16833.83;Banco A;Sim
MB000547;2026-06-24;Entrada;Outros;Outros - operação 547;3054.57;Banco A;Sim
MB000548;2026-02-19;Saída;;Salário - operação 548;17952.29;Banco B;Sim
MB000549;2026-06-18;saída;Tarifa bancária;Tarifa bancária - operação 549;14123.92;Banco A;Sim
MB000550;2026-01-17;Saída;Aluguel;Aluguel - operação 550;6614.2;Banco A;Sim
MB000551;2026-02-18;Saída;Recebimento de cliente;Recebimento de cliente - operação 551;6481.87;Banco B;Não
MB000552;2026-01-26;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 552;11960.05;Banco B;Sim
MB000553;2026-05-25;Saída;Outros;Outros - operação 553;9414.03;Banco C;Sim
MB000554;2026-03-14;Saída;Salário;Salário - operação 554;8089.89;Banco A;Sim
MB000555;2026-06-10;Saída;Tarifa bancária;Tarifa bancária - operação 555;;Banco A;Sim
MB000556;2026-01-07;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 556;5821.19;Banco B;Não
MB000557;2026-04-10;Entrada;Transferência;Transferência - operação 557;17861.56;Banco B;Sim
MB000558;2026-05-16;Entrada;Aluguel;Aluguel - operação 558;17044.7;Banco B;Não
MB000559;2026-07-11;Saída;Outros;Outros - operação 559;3161.79;Banco B;Sim
MB000560;2026-05-17;Entrada;Recebimento de cliente;Recebimento de cliente - operação 560;17403.49;Banco B;Sim
MB000561;2026-04-01;Saída;Recebimento de cliente;Recebimento de cliente - operação 561;14836.24;Banco C;Sim
MB000562;2026-07-09;Saída;Outros;Outros - operação 562;15293.51;Banco C;Sim
MB000563;2026-06-24;Entrada;Aluguel;Aluguel - operação 563;1820.78;Banco A;Sim
MB000564;2026-07-02;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 564;12866.92;Banco B;Sim
MB000565;2026-05-27;  Saída ;Recebimento de cliente;Recebimento de cliente - operação 565;861.95;Banco B;Sim
MB000566;2026-08-19;Entrada;Energia;Energia - operação 566;135.06;Banco A;Sim
MB000567;2026-02-15;Saída;Aluguel;Aluguel - operação 567;6723.52;Banco B;Sim
MB000568;2026-02-09;Entrada;Aluguel;Aluguel - operação 568;11210.66;Banco B;Sim
MB000569;2026-06-24;Saída;Energia;Energia - operação 569;3727.53;Banco C;Sim
MB000570;2026-04-15;Entrada;Tarifa bancária;Tarifa bancária - operação 570;14832.81;Banco B;Sim
MB000571;2026-08-04;;Transferência;Transferência - operação 571;4598.99;Banco A;Sim
MB000572;2026-01-11;saída;Salário;Salário - operação 572;11950.19;Banco A;Sim
MB000573;2026-06-13;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 573;;Banco B;Sim
MB000574;2026-02-16;Saída;Impostos;Impostos - operação 574;3054.23;Banco C;Sim
MB000575;2026-06-24;Saída;Energia;Energia - operação 575;9675.87;Banco B;Não
MB000576;2026-03-08;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 576;7138.57;Banco A;Sim
MB000577;2026-05-23;  Saída ;Aluguel;Aluguel - operação 577;2331.71;Banco A;Sim
MB000578;2026-05-03;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 578;4154.18;Banco B;Sim
MB000579;2026-01-22;Entrada;Aluguel;Aluguel - operação 579;7875.28;Banco B;Sim
MB000580;2026-07-09;Entrada;Transferência;Transferência - operação 580;10766.18;Banco A;Sim
MB000581;2026-07-16;Entrada;aluguel;Aluguel - operação 581;13062.14;Banco A;Não
MB000582;2026-01-04;Entrada;Impostos;Impostos - operação 582;15477.8;Banco B;Sim
MB000583;2026-03-31;Saída;Aluguel;Aluguel - operação 583;16233.05;Banco A;Sim
MB000584;2026-04-08;Entrada;Energia;Energia - operação 584;9125.42;Banco A;Sim
MB000585;2026-06-10;Entrada;Impostos;Impostos - operação 585;11861.32;Banco B;Sim
MB000586;2026-08-12;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 586;15189.43;Banco C;Sim
MB000587;2026-03-15;Saída;Salário;Salário - operação 587;2623.37;Banco B;Sim
MB000588;2026-01-29;Entrada;Tarifa bancária;Tarifa bancária - operação 588;9348.95;Banco A;Não
