id_titulo_pagar;id_fornecedor;data_emissao;data_vencimento;data_pagamento;categoria_despesa;valor_titulo;valor_pago;status;forma_pagamento
CP000267;F0002;2026-08-14;2026-09-28;28/09/2026;Mercadorias;884.35;884.35;Pago;Débito automático
CP000268;F0014;2026-06-24;2026-07-22;2026-07-24;Serviços;11194.58;11194.58;Pago;Boleto
CP000269;F0014;2026-02-10;2026-03-03;;Energia;19469.17;0.0;Em aberto;Boleto
CP000270;F0024;2026-02-24;2026-03-24;2026-03-28;Frete;12476.11;12476.11;Pago;PIX
CP000271;F0023;2026-04-30;2026-05-28;;Tecnologia;6435.5;0.0;em aberto;Débito automático
CP000272;F0006;2026-01-14;2026-03-15;;Frete;7586.69;0.0;Em aberto;Transferência
CP000273;F0004;2026-01-27;2026-02-03;2026-02-01;Frete;7413.36;7413.36;Pago;Transferência
CP000274;f0006;2026-05-19;2026-05-26;;mercadorias;1540.05;0.0;Vencido;Transferência
CP000275;F0007;2026-05-22;2026-06-05;2026-06-06;Aluguel;12858.18;12858.18;Pago;PIX
CP000276;F0019;2026-05-25;01-06-2026;;Mercadorias;11383.85;0.0;Em aberto;PIX
CP000277;F0011;2026-01-24;2026-02-14;2026-02-16;Energia;417.45;417.45;Pago;Boleto
CP000278;F0011;2026-07-12;2026-08-09;2026-08-08;Aluguel;14582.34;14582.34;Pago;Débito automático
CP000279;F0024;2026-05-09;2026-05-16;2026-05-14;Marketing;10168.0;10168.0;Pago;Débito automático
CP000280;F0016;2026-05-31;2026-07-30;2026-07-30;Frete;17077.54;17077.54;;Débito automático
CP000281;  F0003 ;2026-08-15;2026-09-29;2026-09-30;Tecnologia;2092.49;2092.49;Pago;Boleto
CP000282;F0025;2026-07-03;2026-07-17;;Marketing;19869.98;0.0;Em aberto;Transferência
CP000283;F0015;2026-07-21;2026-08-04;2026-08-08;Mercadorias;6945.66;6945.66;Pago;Débito automático
CP000284;F0008;2026-02-23;2026-03-25;2026-03-30;Mercadorias;12235.82;12235.82;Pago;PIX
CP000285;F0005;2026-07-16;2026-09-14;2026-09-19;Mercadorias;6363.46;6363.46;Pago;
CP000286;;2026-02-13;2026-03-06;2026/03/09;Aluguel;3439.08;3439.08;Pago;PIX
CP000287;F0003;2026-02-15;2026-04-01;2026-04-06;Aluguel;15495.83;15495.83;Pago;Débito automático
CP000288;F0021;2026-02-05;2026-02-12;;mercadorias;19440.69;0.0;Em aberto;Transferência
CP000289;F0010;2026-04-13;2026-05-11;2026-05-16;Aluguel;17175.77;17175.77;Pago;Transferência
CP000290;F0012;2026-01-22;2026-03-08;;Aluguel;8410.59;0.0;Em aberto;PIX
CP000291;F0020;2026-06-14;2026-06-21;2026-06-19;Frete;14885.59;14885.59;Pago;PIX
CP000292;F0010;2026-04-07;2026-04-21;2026-04-22;Energia;11510.14;11510.14;Pago;Débito automático
CP000293;F0022;2026-01-24;2026-02-14;;Tecnologia;9451.08;;Em aberto;Débito automático
CP000294;F0004;2026-01-22;2026-02-05;;Tecnologia;14702.62;0.0;Em aberto;Débito automático
CP000295;F0007;2026-04-13;2026-05-04;2026-05-09;Frete;1523.31;1523.31;Pago;Débito automático
CP000296;F0004;2026-03-13;2026-04-10;2026-04-15;Frete;1006.08;1006.08;Pago;Boleto
CP000297;F0011;2026-05-26;2026-06-02;;Mercadorias;19759.26;0.0;Em aberto;Transferência
CP000298;F0014;2026-05-02;2026-05-16;2026-05-20;;1318.03;1318.03;Pago;Transferência
CP000299;F0021;2026-02-15;2026-02-22;2026-02-26;Mercadorias;3049.32;3049.32;Pago;Transferência
CP000300;F0023;2026-04-26;2026-06-25;2026-06-27;Frete;8539.51;8539.51;Pago;PIX
CP000301;F0003;2026-08-18;2026-09-15;2026-09-15;Frete;7004.88;7004.88;Pago;Transferência
CP000302;F0014;2026-05-04;2026-06-01;2026-06-05;Aluguel;10826.25;10826.25;Pago;Débito automático
CP000303;F0001;2026-05-24;2026-07-23;2026-07-22;Serviços;17902.14;17902.14;Pago;Boleto
CP000304;F0011;2026-06-20;2026-08-19;2026-08-17;Frete;18794.64;18794.64;Pago;Débito automático
CP000305;F0005;2026-05-08;2026-07-07;;Aluguel;6499.05;0.0;Em aberto;PIX
CP000306;F0015;2026-08-02;2026-10-01;;Serviços;2732.91;0.0;Em aberto;PIX
CP000307;F0002;2026-02-25;2026-04-11;;Serviços;19585.88;0.0;Em aberto;Boleto
CP000308;F0020;2026-04-07;2026-04-21;2026-04-19;Aluguel;7124.69;7124.69;Pago;Transferência
CP000309;F0001;2026-03-19;2026-04-09;2026-04-14;Serviços;10166.18;10166.18;Pago;Débito automático
CP000310;F0014;2026-04-16;2026-05-07;;Energia;7206.17;0.0;Em aberto;Transferência
CP000311;F0004;2026-02-15;2026-03-15;2026-03-15;Marketing;8710.58;8710.58;Pago;Débito automático
CP000312;F0013;2026-03-14;2026-05-13;;Serviços;13277.21;0.0;Em aberto;Transferência
CP000313;F0023;2026-06-08;2026-08-07;2026-08-06;Mercadorias;2209.7;2209.7;Pago;PIX
CP000314;F0020;2026-04-16;2026-04-23;;Marketing;10054.0;0.0;Vencido;PIX
CP000315;F0021;2026-04-24;2026-05-24;2026-05-26;Tecnologia;11729.36;11729.36;Pago;Débito automático
CP000316;F0007;2026-02-27;2026-04-28;;Mercadorias;9228.94;0.0;Em aberto;Boleto
CP000317;F0016;2026-02-01;2026-02-22;;Energia;19360.42;0.0;Em aberto;Débito automático
CP000318;F0001;2026-04-06;2026-06-05;2026-06-07;Serviços;4672.75;4672.75;pago;Transferência
CP000319;F0010;2026-08-03;2026-10-02;2026-09-30;Energia;18209.42;18209.42;Pago;PIX
CP000320;F0001;2026-01-07;2026-01-21;;Tecnologia;15862.58;0.0;Em aberto;Transferência
CP000321;F0011;2026-02-13;2026-03-15;2026-03-19;Frete;19858.38;19858.38;Pago;Débito automático
CP000322;F0002;2026-07-25;2026-08-24;;Serviços;8724.77;0.0;Em aberto;Boleto
CP000323;F0013;2026-08-20;2026-09-10;;Frete;10466.22;0.0;Em aberto;PIX
CP000324;F0023;2026-07-25;2026-08-08;;Tecnologia;10209.08;0.0;Vencido;Débito automático
CP000325;F0025;2026-06-10;2026-07-01;2026-07-04;Frete;16787.42;16787.42;Pago;PIX
CP000326;F0003;2026-01-07;2026-02-04;;Frete;477.88;0.0;Vencido;PIX
CP000327;F0020;2026-07-01;2026-07-31;2026-08-04;Mercadorias;18431.74;18431.74;  Pago ;Boleto
CP000328;F0015;2026-06-12;2026-07-27;2026-07-28;Serviços;15607.4;15607.4;Pago;Boleto
CP000329;F0010;2026-02-19;2026-03-21;;Tecnologia;16849.02;0.0;Em aberto;Transferência
CP000330;F0022;2026-01-14;2026-02-04;2026-02-02;Serviços;1888.53;1888.53;pago;PIX
CP000331;F0004;2026-04-28;2026-05-28;2026-05-30;Aluguel;2673.02;2673.02;Pago;Boleto
CP000332;f0003;2026-01-20;2026-02-17;2026-02-21;Mercadorias;16931.32;16931.32;Pago;Débito automático
CP000333;F0001;2026-04-16;2026-04-23;2026-04-24;Serviços;9858.72;9858.72;Pago;Débito automático
CP000334;F0013;2026-08-16;2026-09-06;;Tecnologia;12762.65;0.0;Em aberto;Boleto
CP000335;F0006;2026-03-18;2026-03-25;;Serviços;18096.85;0.0;Vencido;PIX
CP000336;F0004;2026-03-29;2026-04-19;;Marketing;9807.24;0.0;Vencido;PIX
CP000337;F0006;2026-05-14;2026-06-28;2026-06-29;Marketing;5276.4;5276.4;Pago;PIX
CP000338;F0018;2026-01-06;2026-02-05;2026-02-06;Tecnologia;10356.96;10356.96;Pago;Transferência
CP000339;F0004;2026-08-19;2026-09-02;2026-09-03;Mercadorias;832.58;832.58;Pago;Boleto
CP000340;F0009;2026-03-12;2026-04-09;2026-04-12;Serviços;4184.94;4184.94;Pago;Transferência
CP000341;F0015;2026-07-10;2026-09-08;;Energia;;0.0;Em aberto;Boleto
CP000342;F0009;2026-02-14;2026-02-28;2026-03-04;Mercadorias;13819.38;13819.38;Pago;Transferência
CP000343;F0006;2026-07-23;2026-08-06;;Energia;19086.8;0.0;Em aberto;Débito automático
CP000344;;2026-06-02;2026-07-17;2026-07-16;Marketing;5615.56;5615.56;Pago;Débito automático
CP000345;F0014;2026-02-21;2026-03-23;2026-03-28;Frete;7220.08;7220.08;;PIX
CP000346;F0017;2026-03-06;2026-04-05;;Tecnologia;8343.71;0.0;Vencido;Transferência
CP000347;F0013;2026-01-08;2026-01-15;2026-01-19;Tecnologia;3803.11;3803.11;Pago;Boleto
CP000348;F0012;2026-03-04;2026-03-11;2026-03-14;Frete;4499.89;4499.89;Pago;Transferência
CP000349;F0004;2026-01-03;2026-01-24;2026-01-25;Energia;;13843.78;Pago;Transferência
CP000350;F0008;2026-05-24;2026-05-31;;Frete;7865.42;0.0;Vencido;Boleto
CP000351;F0004;2026-05-24;2026-06-14;2026-06-18;Serviços;;14396.25;Pago;Débito automático
CP000352;F0011;2026-07-28;2026-08-18;2026-08-23;Energia;4163.47;4163.47;Pago;PIX
CP000353;F0009;2026-04-18;2026-04-25;2026-04-28;Marketing;2700.83;2700.83;  Pago ;Débito automático
CP000354;F0008;2026-05-28;2026-06-04;;Mercadorias;5879.48;0.0;Vencido;Débito automático
CP000355;F0010;2026-02-03;2026-04-04;2026-04-02;Aluguel;19345.36;19345.36;Pago;PIX
CP000356;F0003;2026-05-01;2026-05-08;;Serviços;16639.54;0.0;Em aberto;Transferência
CP000357;F0009;2026-03-23;2026-05-22;2026-05-25;Energia;7080.03;7080.03;Pago;PIX
CP000358;F0013;2026-03-18;2026-05-02;;Tecnologia;19683.35;0.0;Em aberto;
CP000359;F0012;2026-06-08;2026-06-15;2026-06-13;Frete;828.44;828.44;Pago;PIX
CP000360;F0011;2026-08-09;2026-09-23;2026-09-23;Mercadorias;14554.0;14554.0;Pago;Boleto
CP000361;F0024;2026-08-19;2026-10-18;;Mercadorias;7535.37;;Em aberto;PIX
CP000362;F0009;2026-08-15;2026-10-14;2026-10-16;Mercadorias;1100.75;1100.75;Pago;Transferência
CP000363;F0011;2026-06-26;2026-07-26;;Aluguel;15884.65;0.0;Em aberto;Boleto
CP000364;F0005;2026-05-30;2026-06-27;2026-06-27;Tecnologia;2618.05;2618.05;;Débito automático
CP000365;F0021;25/04/2026;2026-06-09;;Frete;2666.87;0.0;Em aberto;Débito automático
CP000366;F0022;2026-05-06;2026-05-27;;Frete;6607.75;0.0;Em aberto;PIX
CP000367;F0009;2026-07-16;2026-08-06;2026-08-07;Serviços;14299.78;14299.78;Pago;Boleto
CP000368;F0023;2026-01-20;2026-01-27;2026-01-28;Mercadorias;19442.36;19442.36;Pago;Boleto
CP000369;F0015;2026-07-29;2026-08-26;2026-08-29;Frete;3961.37;3961.37;Pago;Transferência
CP000370;F0025;2026-03-21;2026-05-05;2026-05-04;Frete;9216.93;9216.93;Pago;Boleto
CP000371;F0012;2026-04-09;2026-05-07;;Frete;17390.21;0.0;Em aberto;Débito automático
CP000372;F0007;2026-01-18;2026-02-08;2026-02-07;Frete;8606.11;8606.11;Pago;Débito automático
CP000373;F0004;2026-07-10;2026-07-17;;Frete;5001.11;0.0;Em aberto;Transferência
CP000374;F0001;2026-05-02;2026-06-16;2026-06-18;Mercadorias;10734.99;10734.99;Pago;PIX
CP000375;F0012;2026-04-21;2026-05-05;;Energia;3224.75;0.0;Em aberto;Transferência
CP000376;F0002;2026-04-23;2026-05-14;2026-05-18;Serviços;7553.17;7553.17;Pago;Débito automático
CP000377;F0007;2026-03-17;2026-03-31;;Aluguel;8203.17;0.0;Vencido;Débito automático
CP000378;F0017;2026-04-21;2026-04-28;2026-04-27;Frete;13702.92;13702.92;Pago;  PIX 
CP000379;F0002;2026-08-18;2026-08-25;2026-08-24;;11610.8;11610.8;Pago;PIX
CP000380;F0009;2026-02-27;2026-03-29;;Energia;14065.37;0.0;Em aberto;Débito automático
CP000381;F0004;2026-02-26;2026-04-12;2026-04-17;Frete;16525.36;16525.36;Pago;Boleto
CP000382;F0007;2026-03-30;2026-05-14;;Aluguel;5937.85;0.0;Vencido;PIX
CP000383;F0004;2026-02-17;2026-03-19;;energia;18178.7;0.0;Vencido;Transferência
CP000384;F0023;2026-03-03;2026-03-17;2026-03-17;Frete;6473.47;6473.47;Pago;Transferência
CP000385;F0015;2026-02-06;2026-02-13;;Aluguel;;0.0;Em aberto;pix
CP000386;F0006;2026-03-09;2026-03-16;2026-03-19;Energia;3621.82;3621.82;Pago;PIX
CP000387;F0016;2026-08-12;2026-08-26;2026-08-24;Marketing;9583.22;9583.22;Pago;Transferência
CP000388;F0008;2026-05-15;2026-06-14;2026-06-13;Mercadorias;3554.27;3554.27;Pago;Transferência
CP000389;F0024;2026-03-27;2026-04-24;2026-04-26;Serviços;9940.57;9940.57;Pago;Débito automático
CP000390;F0009;2026-04-04;2026-05-02;2026-05-04;Serviços;517.83;517.83;Pago;Transferência
CP000391;F0017;2026-07-18;2026-09-01;;Energia;17174.88;0.0;Vencido;PIX
CP000392;F0009;2026-06-25;2026-07-25;2026-07-25;Energia;14632.26;14632.26;;Boleto
CP000393;F0022;2026-02-06;2026-02-27;2026-03-03;Aluguel;10082.19;10082.19;Pago;Boleto
CP000394;F0024;2026-01-23;2026-02-06;;Serviços;18432.78;0.0;Em aberto;PIX
CP000395;F0009;2026-08-13;2026-09-27;;Marketing;13656.33;0.0;Em aberto;Boleto
CP000396;F0009;2026-06-23;2026-07-14;;Marketing;17787.9;0.0;Em aberto;Débito automático
CP000397;F0009;2026-03-21;2026-04-04;;Serviços;1061.72;0.0;Em aberto;Transferência
CP000398;F0020;2026-02-01;2026-03-01;;Tecnologia;15957.82;0.0;Vencido;Transferência
CP000399;F0010;2026-01-29;2026-02-05;2026-02-10;Serviços;10103.81;10103.81;Pago;Boleto
CP000266;F0024;2026-03-28;2026-04-25;2026/04/27;Mercadorias;15682.59;15682.59;Pago;Boleto
CP000066;F0021;2026-07-27;2026-08-26;2026-08-30;Serviços;12909.99;12909.99;Pago;Transferência
CP000121;F0017;2026-04-16;2026-05-31;2026-05-29;Serviços;3961.71;3961.71;Pago;Transferência
CP000133;F0024;2026-06-01;2026-06-15;2026-06-18;Frete;14956.2;14956.2;Pago;Transferência
CP000379;F0002;2026-08-18;2026-08-25;2026-08-24;;11610.8;11610.8;Pago;PIX
